metric,area,comp,suff
mae,0.05,5.134561,17.769989
mae,0.075,6.676079,16.737063
mae,0.1,7.617877,16.12986
mae,0.15,9.494212,14.882577
mse,0.05,2.511214,21.480518
mse,0.075,3.870483,19.366204
mse,0.1,4.856157,18.133873
mse,0.15,7.200191,15.665252
