metric,area,comp,suff
mae,0.05,6.160201,20.45077
mae,0.075,7.800908,20.298977
mae,0.1,8.777372,20.209415
mae,0.15,10.52193,19.965768
mse,0.05,3.745411,26.497391
mse,0.075,5.451718,26.12928
mse,0.1,6.602912,25.913021
mse,0.15,8.913985,25.344828
