metric,area,comp,suff
mae,0.05,12.648023,24.070778
mae,0.075,15.7611,24.657961
mae,0.1,17.474628,24.961146
mae,0.15,20.028156,25.051432
mse,0.05,11.856257,34.998655
mse,0.075,17.248976,36.548991
mse,0.1,20.660963,37.407383
mse,0.15,26.313919,37.806394
