metric,area,comp,suff
mae,0.05,6.57635,25.216211
mae,0.075,8.100016,23.904749
mae,0.1,8.818604,23.140506
mae,0.15,10.233377,21.4361
mse,0.05,4.767596,36.527351
mse,0.075,6.418975,33.071839
mse,0.1,7.272949,31.162935
mse,0.15,9.074849,27.147585
