metric,area,comp,suff
mae,0.05,7.325692,25.466124
mae,0.075,9.072849,24.439123
mae,0.1,9.882898,23.860627
mae,0.15,11.557565,22.598948
mse,0.05,5.891936,37.53829
mse,0.075,8.346601,35.213423
mse,0.1,9.57816,33.885277
mse,0.15,12.185515,30.904988
