explainer,metric,area,comp,suff
feature_ablation,mae,0.1,8.2619,12.3924
feature_ablation,mae,0.2,11.4749,12.9825
feature_ablation,mae,0.5,14.1789,14.2135
feature_ablation,mae,0.8,13.0465,11.5597
feature_ablation,mae,0.9,12.3524,8.2125
feature_ablation,mse,0.1,6.2972,9.7959
feature_ablation,mse,0.2,10.9838,10.7005
feature_ablation,mse,0.5,16.3844,11.9167
feature_ablation,mse,0.8,15.3149,8.0415
feature_ablation,mse,0.9,13.7234,4.4392
