metric,area,comp,suff
mae,0.05,5.917037,15.794738
mae,0.075,7.26197,15.289215
mae,0.1,7.958476,15.057513
mae,0.15,9.1473,14.620959
mse,0.05,3.465443,15.915083
mse,0.075,4.861392,14.914191
mse,0.1,5.660495,14.499652
mse,0.15,7.138555,13.750004
