metric,area,comp,suff
mae,0.05,10.404253,16.591337
mae,0.075,13.029795,16.753877
mae,0.1,14.133103,17.005953
mae,0.15,15.850314,17.737637
mse,0.05,7.591997,17.204867
mse,0.075,11.327128,17.626866
mse,0.1,13.202887,18.126405
mse,0.15,16.587217,19.462078
