metric,area,comp,suff
mae,0.05,7.810372,11.607336
mae,0.075,9.192994,10.797412
mae,0.1,10.000484,10.452193
mae,0.15,12.067661,10.165995
mse,0.05,5.52102,9.558779
mse,0.075,6.873912,8.278487
mse,0.1,7.811957,7.787524
mse,0.15,10.590628,7.458249
