metric,area,comp,suff
mae,0.05,8.503243,17.21848
mae,0.075,9.702988,16.908672
mae,0.1,10.532233,16.646193
mae,0.15,12.154159,15.915569
mse,0.05,7.16141,19.801409
mse,0.075,8.675778,19.170062
mse,0.1,9.802242,18.701221
mse,0.15,11.95809,17.255504
