metric,area,comp,suff
mae,0.05,34.485761,32.424467
mae,0.075,47.404825,19.864463
mae,0.1,59.619349,8.14516
mae,0.15,69.222989,0.0
mse,0.05,49.887156,44.484786
mse,0.075,94.249196,16.884552
mse,0.1,149.138952,3.004309
mse,0.15,200.982381,0.0
