metric,area,comp,suff
mae,0.05,4.734409,24.237413
mae,0.075,5.706726,22.39151
mae,0.1,6.168888,21.263384
mae,0.15,7.013094,18.703102
mse,0.05,2.098765,35.018149
mse,0.075,2.777591,30.477001
mse,0.1,3.137863,27.827843
mse,0.15,3.854728,22.189562
