metric,area,comp,suff
mae,0.05,9.5544,15.387542
mae,0.075,11.509692,14.93284
mae,0.1,12.389205,14.719472
mae,0.15,13.886328,14.375974
mse,0.05,7.412049,15.262058
mse,0.075,9.917558,14.36227
mse,0.1,11.271323,13.970642
mse,0.15,13.855005,13.390109
