metric,area,comp,suff
accuracy,0.05,0.962674,0.954861
accuracy,0.075,0.956163,0.960069
accuracy,0.1,0.952474,0.960503
accuracy,0.15,0.94553,0.963501
auc,0.05,0.700722,0.621971
auc,0.075,0.660739,0.659886
auc,0.1,0.620945,0.684917
auc,0.15,0.558919,0.721394
cross_entropy,0.05,0.147511,0.172923
cross_entropy,0.075,0.162817,0.163966
cross_entropy,0.1,0.176553,0.15893
cross_entropy,0.15,0.19738,0.148975
