metric,area,comp,suff
accuracy,0.05,0.996094,0.997179
accuracy,0.075,0.996094,0.997179
accuracy,0.1,0.996311,0.996745
accuracy,0.15,0.996528,0.996745
auc,0.05,0.083109,0.079304
auc,0.075,0.082885,0.080967
auc,0.1,0.08183,0.081495
auc,0.15,0.080522,0.08263
cross_entropy,0.05,0.052548,0.085035
cross_entropy,0.075,0.051596,0.089995
cross_entropy,0.1,0.051627,0.092184
cross_entropy,0.15,0.052646,0.093072
