metric,area,comp,suff
accuracy,0.05,0.991319,0.986762
accuracy,0.075,0.989583,0.986979
accuracy,0.1,0.989149,0.987413
accuracy,0.15,0.988715,0.987413
auc,0.05,0.385305,0.267581
auc,0.075,0.382616,0.303763
auc,0.1,0.381272,0.326165
auc,0.15,0.379032,0.355395
cross_entropy,0.05,0.093612,0.129318
cross_entropy,0.075,0.092412,0.128046
cross_entropy,0.1,0.092172,0.126117
cross_entropy,0.15,0.092605,0.125076
