metric,area,comp,suff
accuracy,0.05,0.988064,0.987413
accuracy,0.075,0.988064,0.98763
accuracy,0.1,0.986762,0.987413
accuracy,0.15,0.986545,0.987847
auc,0.05,0.326945,0.290494
auc,0.075,0.325261,0.30659
auc,0.1,0.324149,0.312731
auc,0.15,0.320565,0.322801
cross_entropy,0.05,0.105741,0.11104
cross_entropy,0.075,0.107921,0.105403
cross_entropy,0.1,0.108024,0.102031
cross_entropy,0.15,0.108285,0.096661
