metric,area,comp,suff
mae,0.05,11.221117,12.439233
mae,0.075,11.81496,11.546062
mae,0.1,12.101594,11.00594
mae,0.15,12.792114,9.754574
mse,0.05,10.328477,10.252006
mse,0.075,10.940511,8.950457
mse,0.1,11.307723,8.196688
mse,0.15,12.26166,6.561732
