metric,area,comp,suff
mae,0.05,11.090411,12.442639
mae,0.075,11.577982,11.574477
mae,0.1,11.843057,11.046765
mae,0.15,12.491225,9.869407
mse,0.05,9.972205,10.264371
mse,0.075,10.468587,9.01275
mse,0.1,10.804531,8.279903
mse,0.15,11.669652,6.746477
