metric,area,comp,suff
accuracy,0.05,0.979167,0.969401
accuracy,0.075,0.97678,0.972005
accuracy,0.1,0.976345,0.97309
accuracy,0.15,0.974175,0.973307
auc,0.05,0.508137,0.450671
auc,0.075,0.50076,0.475634
auc,0.1,0.496244,0.490476
auc,0.15,0.479414,0.505862
cross_entropy,0.05,0.106214,0.166179
cross_entropy,0.075,0.111279,0.159598
cross_entropy,0.1,0.115244,0.15535
cross_entropy,0.15,0.122151,0.149136
