metric,area,comp,suff
accuracy,0.05,0.939984,0.933256
accuracy,0.075,0.917197,0.905832
accuracy,0.1,0.896066,0.877226
accuracy,0.15,0.862566,0.835439
auc,0.05,0.561516,0.409733
auc,0.075,0.559454,0.428635
auc,0.1,0.554329,0.445777
auc,0.15,0.549883,0.465587
cross_entropy,0.05,0.181531,0.233378
cross_entropy,0.075,0.218828,0.267687
cross_entropy,0.1,0.254171,0.30042
cross_entropy,0.15,0.316577,0.358974
