metric,area,comp,suff
accuracy,0.05,0.971788,0.974609
accuracy,0.075,0.970623,0.976562
accuracy,0.1,0.968927,0.977648
accuracy,0.15,0.967368,0.978733
auc,0.05,0.555713,0.532307
auc,0.075,0.53666,0.556134
auc,0.1,0.520302,0.57285
auc,0.15,0.502206,0.583918
cross_entropy,0.05,0.15219,0.131893
cross_entropy,0.075,0.162608,0.122434
cross_entropy,0.1,0.167737,0.115689
cross_entropy,0.15,0.173595,0.109074
