metric,area,comp,suff
accuracy,0.05,0.986505,0.970406
accuracy,0.075,0.983467,0.969321
accuracy,0.1,0.982205,0.968412
accuracy,0.15,0.979778,0.970285
auc,0.05,0.57777,0.376273
auc,0.075,0.573136,0.42274
auc,0.1,0.568806,0.445932
auc,0.15,0.557892,0.467276
cross_entropy,0.05,0.10358,0.1698
cross_entropy,0.075,0.10702,0.163711
cross_entropy,0.1,0.110256,0.16034
cross_entropy,0.15,0.118132,0.15508
