metric,area,comp,suff
accuracy,0.05,0.898984,0.85485
accuracy,0.075,0.848814,0.796746
accuracy,0.1,0.805331,0.754606
accuracy,0.15,0.739728,0.700055
auc,0.05,0.593635,0.428406
auc,0.075,0.576249,0.450657
auc,0.1,0.565426,0.453175
auc,0.15,0.540779,0.470357
cross_entropy,0.05,0.251022,0.330149
cross_entropy,0.075,0.334914,0.408303
cross_entropy,0.1,0.412587,0.479815
cross_entropy,0.15,0.54976,0.591899
