dataset,model,iteration,name,timestamp,duration,settings
electricity,iTransformer,2,feature_permutation,2024-07-26 13:02:25.088510,0:05:22.179339,
electricity,iTransformer,2,integrated_gradients,2024-07-26 13:07:04.046819,0:04:38.734696,
electricity,iTransformer,2,gradient_shap,2024-07-26 13:10:49.041430,0:03:44.775334,
electricity,iTransformer,2,dyna_mask,2024-07-26 13:14:28.194263,0:03:38.932476,
electricity,iTransformer,2,winIT,2024-07-26 13:20:40.421287,0:06:12.005431,
electricity,iTransformer,2,wtsr,2024-07-26 13:27:00.607368,0:06:19.889716,
electricity,iTransformer,3,feature_ablation,2024-07-26 14:50:10.627260,0:05:17.167389,
electricity,iTransformer,3,occlusion,2024-07-26 14:55:34.386985,0:05:23.533321,
electricity,iTransformer,3,augmented_occlusion,2024-07-26 15:01:00.096198,0:05:25.491756,
electricity,iTransformer,3,feature_permutation,2024-07-26 15:06:23.085549,0:05:22.764060,
electricity,iTransformer,3,integrated_gradients,2024-07-26 15:10:59.483319,0:04:36.139236,
electricity,iTransformer,3,gradient_shap,2024-07-26 15:14:45.817860,0:03:46.088217,
electricity,iTransformer,3,dyna_mask,2024-07-26 15:18:24.002740,0:03:37.959390,
electricity,iTransformer,3,winIT,2024-07-26 15:24:37.312516,0:06:13.075014,
electricity,iTransformer,3,wtsr,2024-07-26 15:30:59.370876,0:06:21.775727,
mimic_iii,iTransformer,1,tsr,2024-08-01 17:57:22.758839,3:49:34.167611,
mimic_iii,DLinear,1,tsr,2024-08-02 00:54:26.824600,2:55:39.812992,DLinear_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
electricity,DLinear,1,tsr,2024-08-02 01:00:54.143177,3:03:08.120906,DLinear_electricity_ftS_sl96_ll12_pl24_dm128_nh4
mimic_iii,iTransformer,1,tsr,2024-08-02 01:08:58.441181,2:35:41.254469,iTransformer_mimic_iii_ftMS_sl24_ll48_pl0_dm128_nh4
traffic,DLinear,1,tsr,2024-08-02 01:13:14.294149,3:15:26.894347,DLinear_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,iTransformer,1,tsr,2024-08-02 02:07:05.651477,3:33:46.836756,iTransformer_traffic_ftS_sl24_ll12_pl24_dm128_nh4
mimic_iii,iTransformer,1,tsr,2024-08-02 02:09:55.118185,4:11:08.541644,iTransformer_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,iTransformer,1,tsr,2024-08-02 02:33:08.768521,3:59:51.015864,iTransformer_mimic_iii_ftMS_sl36_ll48_pl0_dm128_nh4
mimic_iii,iTransformer,2,tsr,2024-08-02 03:35:21.350003,2:26:20.130985,iTransformer_mimic_iii_ftMS_sl24_ll48_pl0_dm128_nh4
electricity,iTransformer,1,tsr,2024-08-02 03:47:45.539889,5:15:26.547120,iTransformer_electricity_ftS_sl24_ll12_pl24_dm128_nh4
mimic_iii,DLinear,2,tsr,2024-08-02 03:50:58.392356,2:56:26.832340,DLinear_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
electricity,DLinear,2,tsr,2024-08-02 03:53:42.940943,2:52:47.727309,DLinear_electricity_ftS_sl96_ll12_pl24_dm128_nh4
mimic_iii,SegRNN,1,tsr,2024-08-02 04:10:10.848119,6:11:23.509231,SegRNN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
traffic,DLinear,2,tsr,2024-08-02 04:29:48.713703,3:16:32.193918,DLinear_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,iTransformer,1,tsr,2024-08-02 04:51:16.822495,6:17:58.009836,iTransformer_traffic_ftS_sl48_ll12_pl24_dm128_nh4
mimic_iii,MICN,1,tsr,2024-08-02 05:16:12.634813,7:17:25.317384,MICN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
traffic,iTransformer,2,tsr,2024-08-02 05:42:58.304133,3:35:49.766696,iTransformer_traffic_ftS_sl24_ll12_pl24_dm128_nh4
mimic_iii,iTransformer,2,tsr,2024-08-02 05:51:18.878962,3:18:06.738258,iTransformer_mimic_iii_ftMS_sl36_ll48_pl0_dm128_nh4
mimic_iii,iTransformer,3,tsr,2024-08-02 05:53:34.174117,2:18:10.283558,iTransformer_mimic_iii_ftMS_sl24_ll48_pl0_dm128_nh4
mimic_iii,iTransformer,2,tsr,2024-08-02 06:16:37.573609,4:06:38.645909,iTransformer_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
traffic,MICN,1,tsr,2024-08-02 06:42:55.831502,8:44:08.312460,MICN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
electricity,DLinear,3,tsr,2024-08-02 06:46:40.042207,2:52:56.147490,DLinear_electricity_ftS_sl96_ll12_pl24_dm128_nh4
mimic_iii,DLinear,3,tsr,2024-08-02 06:46:59.863172,2:55:58.006611,DLinear_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
traffic,DLinear,3,tsr,2024-08-02 07:35:38.282220,3:05:47.614719,DLinear_traffic_ftS_sl96_ll12_pl24_dm128_nh4
electricity,MICN,1,tsr,2024-08-02 08:28:31.996842,10:30:44.882411,MICN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,iTransformer,2,tsr,2024-08-02 09:03:00.293172,5:15:12.846170,iTransformer_electricity_ftS_sl24_ll12_pl24_dm128_nh4
mimic_iii,iTransformer,3,tsr,2024-08-02 09:08:06.040473,3:16:44.088277,iTransformer_mimic_iii_ftMS_sl36_ll48_pl0_dm128_nh4
traffic,iTransformer,3,tsr,2024-08-02 09:18:36.056457,3:35:35.312714,iTransformer_traffic_ftS_sl24_ll12_pl24_dm128_nh4
traffic,SegRNN,1,tsr,2024-08-02 09:27:45.430627,11:28:58.110296,SegRNN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
mimic_iii,SegRNN,2,tsr,2024-08-02 10:25:59.897526,6:15:45.530128,SegRNN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
electricity,SegRNN,1,tsr,2024-08-02 10:37:53.921025,12:40:07.025240,SegRNN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
mimic_iii,iTransformer,3,tsr,2024-08-02 10:38:15.241118,4:21:34.095440,iTransformer_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
traffic,iTransformer,1,tsr,2024-08-02 10:39:21.384008,12:40:34.024421,iTransformer_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,iTransformer,2,tsr,2024-08-02 11:14:38.359429,6:23:19.059907,iTransformer_traffic_ftS_sl48_ll12_pl24_dm128_nh4
electricity,iTransformer,1,tsr,2024-08-02 12:11:38.391153,14:13:51.527239,iTransformer_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,iTransformer,1,tsr,2024-08-02 12:21:01.531273,13:48:42.842713,iTransformer_electricity_ftS_sl48_ll12_pl24_dm128_nh4
electricity,iTransformer,3,tsr,2024-08-02 14:17:13.895670,5:14:11.441187,iTransformer_electricity_ftS_sl24_ll12_pl24_dm128_nh4
mimic_iii,MICN,2,tsr,2024-08-02 15:02:21.196795,9:46:04.872780,MICN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
traffic,MICN,2,tsr,2024-08-02 15:28:16.707046,8:45:17.494474,MICN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
mimic_iii,SegRNN,3,tsr,2024-08-02 16:38:41.551272,6:12:38.234479,SegRNN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
traffic,iTransformer,3,tsr,2024-08-02 17:34:42.476687,6:20:01.769683,iTransformer_traffic_ftS_sl48_ll12_pl24_dm128_nh4
electricity,MICN,2,tsr,2024-08-02 18:42:27.319082,10:13:53.336468,MICN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
traffic,SegRNN,2,tsr,2024-08-02 20:56:46.041135,11:28:57.962079,SegRNN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
mimic_iii,MICN,3,tsr,2024-08-02 21:47:39.496005,6:45:14.495683,MICN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
electricity,SegRNN,2,tsr,2024-08-02 22:08:35.056431,11:30:39.594925,SegRNN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
traffic,iTransformer,2,tsr,2024-08-03 00:27:14.518387,11:26:36.572670,iTransformer_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,MICN,3,tsr,2024-08-03 01:33:00.472157,8:23:23.435287,MICN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
electricity,iTransformer,2,tsr,2024-08-03 02:47:47.773404,13:32:35.128623,iTransformer_electricity_ftS_sl48_ll12_pl24_dm128_nh4
electricity,iTransformer,2,tsr,2024-08-03 03:47:32.448584,17:57:11.374225,iTransformer_electricity_ftS_sl96_ll12_pl24_dm128_nh4
traffic,SegRNN,3,tsr,2024-08-03 06:56:33.573662,8:17:45.231397,SegRNN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
electricity,iTransformer,3,tsr,2024-08-03 07:10:18.123649,13:47:48.413760,iTransformer_electricity_ftS_sl48_ll12_pl24_dm128_nh4
electricity,MICN,3,tsr,2024-08-03 08:22:51.136829,13:22:06.502224,MICN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,iTransformer,3,tsr,2024-08-03 19:55:55.119724,18:22:50.611858,iTransformer_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,DLinear,1,extremal_mask,2024-08-08 16:02:54.136648,0:01:27.555851,DLinear_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,DLinear,2,extremal_mask,2024-08-08 16:04:16.044424,0:01:19.322141,DLinear_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,DLinear,3,extremal_mask,2024-08-08 16:05:37.333735,0:01:19.698286,DLinear_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,MICN,1,extremal_mask,2024-08-08 16:10:28.191215,0:04:31.644073,MICN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,MICN,2,extremal_mask,2024-08-08 16:14:55.461253,0:04:25.373132,MICN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,MICN,3,extremal_mask,2024-08-08 16:19:23.237660,0:04:25.873627,MICN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,SegRNN,1,extremal_mask,2024-08-08 16:21:31.200547,0:01:55.578921,SegRNN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,SegRNN,2,extremal_mask,2024-08-08 16:23:26.092490,0:01:53.241414,SegRNN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,SegRNN,3,extremal_mask,2024-08-08 16:25:20.415005,0:01:52.724489,SegRNN_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,iTransformer,1,extremal_mask,2024-08-08 16:30:13.853460,0:04:42.684780,iTransformer_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,iTransformer,2,extremal_mask,2024-08-08 16:34:57.463319,0:04:41.933587,iTransformer_electricity_ftS_sl96_ll12_pl24_dm128_nh4
electricity,iTransformer,3,extremal_mask,2024-08-08 16:39:39.542231,0:04:40.452575,iTransformer_electricity_ftS_sl96_ll12_pl24_dm128_nh4
traffic,DLinear,1,extremal_mask,2024-08-08 16:40:51.996078,0:00:53.764299,DLinear_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,DLinear,2,extremal_mask,2024-08-08 16:41:47.361586,0:00:52.979826,DLinear_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,DLinear,3,extremal_mask,2024-08-08 16:42:42.362523,0:00:53.062834,DLinear_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,MICN,1,extremal_mask,2024-08-08 16:45:52.356386,0:02:58.350815,MICN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,MICN,2,extremal_mask,2024-08-08 16:48:52.566662,0:02:57.642279,MICN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,MICN,3,extremal_mask,2024-08-08 16:51:52.906503,0:02:57.835171,MICN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,SegRNN,1,extremal_mask,2024-08-08 16:53:20.219069,0:01:16.011811,SegRNN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,SegRNN,2,extremal_mask,2024-08-08 16:54:37.094815,0:01:14.602148,SegRNN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,SegRNN,3,extremal_mask,2024-08-08 16:55:54.228816,0:01:14.790094,SegRNN_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,iTransformer,1,extremal_mask,2024-08-08 16:59:17.013862,0:03:08.871843,iTransformer_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,iTransformer,2,extremal_mask,2024-08-08 17:02:27.255335,0:03:07.899256,iTransformer_traffic_ftS_sl96_ll12_pl24_dm128_nh4
traffic,iTransformer,3,extremal_mask,2024-08-08 17:05:37.422328,0:03:07.844432,iTransformer_traffic_ftS_sl96_ll12_pl24_dm128_nh4
mimic_iii,DLinear,1,extremal_mask,2024-08-08 17:06:23.975397,0:00:29.206509,DLinear_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,DLinear,2,extremal_mask,2024-08-08 17:06:53.852067,0:00:25.983273,DLinear_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,DLinear,3,extremal_mask,2024-08-08 17:07:23.528641,0:00:25.918119,DLinear_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,MICN,1,extremal_mask,2024-08-08 17:08:32.718108,0:00:55.831171,MICN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,MICN,2,extremal_mask,2024-08-08 17:09:32.313141,0:00:55.304697,MICN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,MICN,3,extremal_mask,2024-08-08 17:10:31.113847,0:00:54.775238,MICN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,SegRNN,1,extremal_mask,2024-08-08 17:11:47.034528,0:01:02.823300,SegRNN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,SegRNN,2,extremal_mask,2024-08-08 17:12:53.112127,0:01:02.115813,SegRNN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,SegRNN,3,extremal_mask,2024-08-08 17:13:59.067646,0:01:02.166812,SegRNN_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,iTransformer,1,extremal_mask,2024-08-08 17:15:06.984641,0:00:54.737984,iTransformer_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,iTransformer,2,extremal_mask,2024-08-08 17:16:05.054651,0:00:54.018366,iTransformer_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
mimic_iii,iTransformer,3,extremal_mask,2024-08-08 17:17:03.264788,0:00:54.383034,iTransformer_mimic_iii_ftMS_sl48_ll48_pl0_dm128_nh4
