metric,area,comp,suff
mae,0.05,15.538744,15.937072
mae,0.075,15.764076,15.118853
mae,0.1,15.843085,14.640764
mae,0.15,15.962667,13.544619
mse,0.05,15.710823,16.053081
mse,0.075,16.126897,14.468486
mse,0.1,16.130688,13.674591
mse,0.15,16.178713,11.80489
