metric,area,comp,suff
mae,0.05,9.165345,21.435856
mae,0.075,11.791436,20.406229
mae,0.1,13.178227,19.860331
mae,0.15,15.689291,18.819644
mse,0.05,7.197753,27.540391
mse,0.075,10.812564,25.163723
mse,0.1,12.959352,23.988383
mse,0.15,16.98886,21.957667
