metric,area,comp,suff
mae,0.05,27.129077,81.482658
mae,0.075,35.155126,76.636521
mae,0.1,40.512557,73.049483
mae,0.15,51.974454,64.279318
mse,0.05,12.052728,105.47844
mse,0.075,19.690481,94.979281
mse,0.1,26.045502,87.844214
mse,0.15,42.751597,70.18122
