metric,area,comp,suff
accuracy,0.05,0.974666,0.968589
accuracy,0.075,0.972713,0.969674
accuracy,0.1,0.973581,0.968372
accuracy,0.15,0.97141,0.9708
auc,0.05,0.521909,0.454562
auc,0.075,0.504703,0.481777
auc,0.1,0.475449,0.49457
auc,0.15,0.432163,0.509184
cross_entropy,0.05,inf,0.192663
cross_entropy,0.075,inf,0.186274
cross_entropy,0.1,inf,0.183178
cross_entropy,0.15,inf,0.179527
