metric,area,comp,suff
accuracy,0.05,0.969457,0.969063
accuracy,0.075,0.970976,0.972319
accuracy,0.1,0.970759,0.974746
accuracy,0.15,0.971193,0.973524
auc,0.05,0.514746,0.515843
auc,0.075,0.492741,0.523641
auc,0.1,0.477455,0.532283
auc,0.15,0.463152,0.54261
cross_entropy,0.05,0.137252,0.198636
cross_entropy,0.075,0.137932,0.20203
cross_entropy,0.1,0.138215,0.200993
cross_entropy,0.15,0.141696,0.19898
