metric,area,comp,suff
accuracy,0.05,0.982856,0.974609
accuracy,0.075,0.979778,0.976345
accuracy,0.1,0.977824,0.977214
accuracy,0.15,0.974055,0.978041
auc,0.05,0.463605,0.427981
auc,0.075,0.458625,0.435935
auc,0.1,0.453883,0.444572
auc,0.15,0.435766,0.459616
cross_entropy,0.05,0.129803,0.147668
cross_entropy,0.075,0.135132,0.14391
cross_entropy,0.1,0.140671,0.140594
cross_entropy,0.15,0.15015,0.13322
