metric,area,comp,suff
accuracy,0.05,0.990234,0.977214
accuracy,0.075,0.988064,0.979167
accuracy,0.1,0.986762,0.976997
accuracy,0.15,0.985677,0.980903
auc,0.05,0.177647,0.097807
auc,0.075,0.175837,0.105933
auc,0.1,0.175378,0.107471
auc,0.15,0.171651,0.110992
cross_entropy,0.05,0.128385,0.161169
cross_entropy,0.075,0.128453,0.158697
cross_entropy,0.1,0.128542,0.15701
cross_entropy,0.15,0.126174,0.152822
