metric,area,comp,suff
accuracy,0.05,0.524306,0.502387
accuracy,0.075,0.504123,0.500434
accuracy,0.1,0.50217,0.500217
accuracy,0.15,0.500217,0.5
auc,0.05,0.498728,0.395097
auc,0.075,0.494496,0.415385
auc,0.1,0.489672,0.431801
auc,0.15,0.483055,0.445827
cross_entropy,0.05,1.046264,1.439661
cross_entropy,0.075,1.531552,1.901726
cross_entropy,0.1,1.920149,2.237699
cross_entropy,0.15,2.48075,2.687436
