metric,area,comp,suff
accuracy,0.05,0.989857,0.965077
accuracy,0.075,0.987252,0.966339
accuracy,0.1,0.985516,0.963558
accuracy,0.15,0.982261,0.962473
auc,0.05,0.52482,0.387342
auc,0.075,0.522548,0.408525
auc,0.1,0.521383,0.422195
auc,0.15,0.513236,0.463424
cross_entropy,0.05,0.112439,0.177534
cross_entropy,0.075,0.112764,0.174697
cross_entropy,0.1,0.11289,0.172314
cross_entropy,0.15,0.113984,0.171667
