metric,area,comp,suff
mae,0.05,8.253077,22.582004
mae,0.075,9.62345,21.203362
mae,0.1,10.263773,20.445649
mae,0.15,11.420106,18.884949
mse,0.05,6.934091,30.177446
mse,0.075,8.309698,27.097568
mse,0.1,9.023688,25.498295
mse,0.15,10.458502,22.39523
