metric,area,comp,suff
accuracy,0.05,0.847495,0.949653
accuracy,0.075,0.799672,0.950087
accuracy,0.1,0.755321,0.947402
accuracy,0.15,0.716532,0.947836
auc,0.05,0.351776,0.605608
auc,0.075,0.288604,0.62554
auc,0.1,0.262221,0.642949
auc,0.15,0.242806,0.668036
cross_entropy,0.05,0.383713,0.236711
cross_entropy,0.075,0.465351,0.229724
cross_entropy,0.1,0.517821,0.222273
cross_entropy,0.15,0.583857,0.213585
