metric,area,comp,suff
accuracy,0.05,0.953479,0.922229
accuracy,0.075,0.947402,0.923965
accuracy,0.1,0.941326,0.919624
accuracy,0.15,0.94176,0.916586
auc,0.05,0.613175,0.397209
auc,0.075,0.571535,0.395755
auc,0.1,0.549905,0.40954
auc,0.15,0.52138,0.417194
cross_entropy,0.05,0.170206,0.310275
cross_entropy,0.075,0.18993,0.311106
cross_entropy,0.1,0.203053,0.31222
cross_entropy,0.15,0.218957,0.312178
