metric,area,comp,suff
accuracy,0.05,0.83814,0.943496
accuracy,0.075,0.782231,0.940458
accuracy,0.1,0.760529,0.94393
accuracy,0.15,0.704813,0.942628
auc,0.05,0.280535,0.573233
auc,0.075,0.250256,0.591368
auc,0.1,0.218091,0.613937
auc,0.15,0.196066,0.635256
cross_entropy,0.05,0.395916,0.245848
cross_entropy,0.075,0.475144,0.235679
cross_entropy,0.1,0.527644,0.227254
cross_entropy,0.15,0.60098,0.219302
