metric,area,comp,suff
mae,0.05,10.834819,23.989036
mae,0.075,11.839235,24.000499
mae,0.1,13.278822,23.260772
mae,0.15,14.932075,22.350965
mse,0.05,11.024401,38.466669
mse,0.075,12.578516,38.619113
mse,0.1,14.876059,36.534386
mse,0.15,17.854546,34.106327
