metric,area,comp,suff
mae,0.05,12.674503,24.072365
mae,0.075,13.369978,23.909331
mae,0.1,15.311554,23.120551
mae,0.15,16.940264,22.236462
mse,0.05,14.910449,39.329707
mse,0.075,16.108013,38.810894
mse,0.1,19.673401,36.531016
mse,0.15,22.880279,33.998114
