metric,area,comp,suff
mae,0.05,15.570547,12.029242
mae,0.075,18.158239,9.08888
mae,0.1,19.442472,7.669237
mae,0.15,21.688474,5.62711
mse,0.05,15.903192,8.971884
mse,0.075,21.13245,5.234992
mse,0.1,23.93432,3.771175
mse,0.15,29.130863,2.103008
