metric,area,comp,suff
mae,0.05,6.868509,21.533157
mae,0.075,8.303849,20.353282
mae,0.1,9.156908,19.720738
mae,0.15,10.70731,18.865277
mse,0.05,3.887981,28.851022
mse,0.075,5.300389,26.602584
mse,0.1,6.210797,25.437934
mse,0.15,8.080075,24.144761
