metric,area,comp,suff
mae,0.05,40.954124,61.921116
mae,0.075,48.931908,49.769789
mae,0.1,53.815022,42.966898
mae,0.15,62.247206,32.523315
mse,0.05,26.850916,58.243339
mse,0.075,37.681163,38.850977
mse,0.1,44.971107,29.40709
mse,0.15,59.077043,17.286227
