metric,area,comp,suff
mae,0.05,8.634,14.111691
mae,0.075,9.584261,13.315277
mae,0.1,10.001172,12.881981
mae,0.15,10.726564,11.938684
mse,0.05,7.060731,13.163003
mse,0.075,7.955995,11.807443
mse,0.1,8.397724,11.10418
mse,0.15,9.215524,9.642589
