metric,area,comp,suff
mae,0.05,8.831106,24.06553
mae,0.075,10.691318,22.138154
mae,0.1,11.638838,20.990746
mae,0.15,13.547953,18.50493
mse,0.05,7.548243,33.757151
mse,0.075,10.068458,29.003656
mse,0.1,11.452163,26.368932
mse,0.15,14.425959,21.161665
